    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_1: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_2: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_3: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_4: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_5: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_6: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_7: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_8: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_9: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_10: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_11: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_12: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_13: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_14: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_15: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_16: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_17: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_18: killed
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip_after__mutmut_73: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip_after__mutmut_74: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip_after__mutmut_75: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip_after__mutmut_76: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip_after__mutmut_77: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip_after__mutmut_78: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip_after__mutmut_79: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip_after__mutmut_80: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip_after__mutmut_81: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip_after__mutmut_82: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip_after__mutmut_83: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip_after__mutmut_84: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip_after__mutmut_85: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip_after__mutmut_86: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip_after__mutmut_87: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip_after__mutmut_88: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip_after__mutmut_89: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip_after__mutmut_90: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip_after__mutmut_91: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip_after__mutmut_92: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip_after__mutmut_93: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip_after__mutmut_94: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip_after__mutmut_95: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip_after__mutmut_96: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip_after__mutmut_97: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip_after__mutmut_98: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip_after__mutmut_99: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip_after__mutmut_100: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip_after__mutmut_101: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip_after__mutmut_102: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip_after__mutmut_103: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip_after__mutmut_104: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip_after__mutmut_105: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip_after__mutmut_106: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip_after__mutmut_107: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip_after__mutmut_108: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip_after__mutmut_109: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip_after__mutmut_110: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip_after__mutmut_111: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip_after__mutmut_112: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip_after__mutmut_113: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip_after__mutmut_114: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip_after__mutmut_115: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip_after__mutmut_116: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip_after__mutmut_117: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip_after__mutmut_118: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip_after__mutmut_119: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip_after__mutmut_120: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip__mutmut_1: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip__mutmut_2: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip__mutmut_3: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip__mutmut_4: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip__mutmut_5: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip__mutmut_6: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip__mutmut_7: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip__mutmut_8: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip__mutmut_9: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip__mutmut_10: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip__mutmut_11: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip__mutmut_12: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip__mutmut_13: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip__mutmut_14: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip__mutmut_15: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip__mutmut_16: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip__mutmut_17: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip__mutmut_18: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip__mutmut_19: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip__mutmut_20: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip__mutmut_21: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip__mutmut_22: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip__mutmut_23: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip__mutmut_24: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip__mutmut_25: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip__mutmut_26: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip__mutmut_27: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip__mutmut_28: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip__mutmut_29: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip__mutmut_30: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip__mutmut_31: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip__mutmut_32: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip__mutmut_33: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip__mutmut_34: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip__mutmut_35: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip__mutmut_36: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip__mutmut_37: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip__mutmut_38: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip__mutmut_39: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip__mutmut_40: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip__mutmut_41: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip__mutmut_42: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip__mutmut_43: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip__mutmut_44: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip__mutmut_45: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip__mutmut_46: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip__mutmut_47: no tests
    custom_components.ev_trip_planner.trip._trip_navigator.xǁTripNavigatorǁasync_get_next_trip__mutmut_48: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ__init____mutmut_1: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ__init____mutmut_2: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ__init____mutmut_3: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ__init____mutmut_4: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ__init____mutmut_5: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ__init____mutmut_6: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ__init____mutmut_7: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ__init____mutmut_8: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ__init____mutmut_9: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ__init____mutmut_10: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ__init____mutmut_11: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ__init____mutmut_12: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ__init____mutmut_13: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ__init____mutmut_14: survived
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ__init____mutmut_15: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ__init____mutmut_16: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ__init____mutmut_17: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ__init____mutmut_18: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ__init____mutmut_19: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ__init____mutmut_20: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ__init____mutmut_21: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ__init____mutmut_22: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ__init____mutmut_23: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ__init____mutmut_24: survived
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ__init____mutmut_25: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ__init____mutmut_26: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ__init____mutmut_27: survived
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ__init____mutmut_28: survived
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ__init____mutmut_29: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ__init____mutmut_30: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ__init____mutmut_31: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ__init____mutmut_32: survived
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ__init____mutmut_33: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ__init____mutmut_34: survived
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ__init____mutmut_35: survived
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ__init____mutmut_36: survived
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ__init____mutmut_37: survived
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ__init____mutmut_38: survived
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ__init____mutmut_39: survived
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ__init____mutmut_40: survived
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ__init____mutmut_41: survived
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ__init____mutmut_42: survived
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ__init____mutmut_43: survived
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ__init____mutmut_44: survived
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ__init____mutmut_45: survived
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_check_home_status__mutmut_1: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_check_home_status__mutmut_2: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_check_home_status__mutmut_3: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_check_home_status__mutmut_4: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_check_home_status__mutmut_5: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_check_home_status__mutmut_6: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_check_home_status__mutmut_7: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_check_home_status__mutmut_8: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_check_home_status__mutmut_9: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_check_home_status__mutmut_10: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_check_home_status__mutmut_11: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_check_home_status__mutmut_12: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_check_home_status__mutmut_13: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_check_home_status__mutmut_14: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_check_home_status__mutmut_15: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_check_home_status__mutmut_16: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_check_home_status__mutmut_17: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ_get_soc_from_sensor__mutmut_1: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ_get_soc_from_sensor__mutmut_2: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ_get_soc_from_sensor__mutmut_3: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ_get_soc_from_sensor__mutmut_4: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ_get_soc_from_sensor__mutmut_5: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_check_plugged_status__mutmut_1: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_check_plugged_status__mutmut_2: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_check_plugged_status__mutmut_3: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_check_plugged_status__mutmut_4: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_check_plugged_status__mutmut_5: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_check_plugged_status__mutmut_6: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_check_plugged_status__mutmut_7: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_check_plugged_status__mutmut_8: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_check_plugged_status__mutmut_9: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_check_plugged_status__mutmut_10: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_check_plugged_status__mutmut_11: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_check_plugged_status__mutmut_12: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_check_plugged_status__mutmut_13: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_check_plugged_status__mutmut_14: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_check_plugged_status__mutmut_15: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_check_plugged_status__mutmut_16: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_handle_return_home__mutmut_1: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_handle_return_home__mutmut_2: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_handle_return_home__mutmut_3: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_handle_return_home__mutmut_4: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_handle_return_home__mutmut_5: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_handle_return_home__mutmut_6: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_handle_return_home__mutmut_7: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_handle_return_home__mutmut_8: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_handle_return_home__mutmut_9: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_handle_return_home__mutmut_10: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_handle_return_home__mutmut_11: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_get_hora_regreso__mutmut_1: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_get_hora_regreso__mutmut_2: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_get_hora_regreso__mutmut_3: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_get_hora_regreso__mutmut_4: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_get_hora_regreso__mutmut_5: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_get_hora_regreso__mutmut_6: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_get_hora_regreso__mutmut_7: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_get_hora_regreso__mutmut_8: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_get_hora_regreso__mutmut_9: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_get_hora_regreso__mutmut_10: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_get_hora_regreso__mutmut_11: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_get_hora_regreso__mutmut_12: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_get_hora_regreso__mutmut_13: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_get_hora_regreso__mutmut_14: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_get_hora_regreso__mutmut_15: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_get_hora_regreso__mutmut_16: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_get_hora_regreso__mutmut_17: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_notify_charging_not_possible__mutmut_1: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_notify_charging_not_possible__mutmut_2: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_notify_charging_not_possible__mutmut_3: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_notify_charging_not_possible__mutmut_4: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_notify_charging_not_possible__mutmut_5: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_notify_charging_not_possible__mutmut_6: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_notify_charging_not_possible__mutmut_7: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_notify_charging_not_possible__mutmut_8: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_notify_charging_not_possible__mutmut_9: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_notify_charging_not_possible__mutmut_10: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_notify_charging_not_possible__mutmut_11: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_notify_charging_not_possible__mutmut_12: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_notify_charging_not_possible__mutmut_13: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_notify_charging_not_possible__mutmut_14: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_notify_charging_not_possible__mutmut_15: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_notify_charging_not_possible__mutmut_16: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_notify_charging_not_possible__mutmut_17: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_notify_charging_not_possible__mutmut_18: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_notify_charging_not_possible__mutmut_19: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_notify_charging_not_possible__mutmut_20: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_notify_charging_not_possible__mutmut_21: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_notify_charging_not_possible__mutmut_22: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_notify_charging_not_possible__mutmut_23: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_notify_charging_not_possible__mutmut_24: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_notify_charging_not_possible__mutmut_25: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_notify_charging_not_possible__mutmut_26: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_notify_charging_not_possible__mutmut_27: no tests
